"Texte","id"
"from edgar pearlstein subject legal definition of religion organization university of nebraska lincoln lines it s my understanding that the u s supreme court has never given a legal definition of religion this despite the many cases involving religion that have come before the court can anyone verify or falsify this has any state or other government tried to give a legal definition of religion",1362
"from d andrew byler subject deuterocanonicals esp sirach organization freshman civil engineering carnegie mellon pittsburgh pa lines dave davis writes let my state my point as provocatively as possible after going through several study bibles i m leaning heavily towards the assertion that _sirach_ the wisdom of ben sira or ecclesiasticus is directly referenced by _james_ in fact i think sirach is more directly referenced by james than _job_ or _ruth_ is referenced in any nt verse i ve seen good point the new testament does not quote ezra nehemiah esther ruth job ecclesiastes or song of songs just as it does not quote from the deuterocanon but if the non quotation of the former does not disqualify them neither does the non quotation of the later and the wisodm of solomon was quite clearly an influence on st paul especially in the letter to the romans cf especially romans and wisdom stuff deleted i think everyone would agree that principles that can not be consistently applied are not very useful as principles so if we are to exclude them not accord them the authority of scripture we would appear to require other reasons what might these reasons be tradition always a fav with episcop tradition is equivocal on this subject sirach i believe is in vaticanus sinaiticus i don t know if it is listed in the muratorian canon the oldest list i know of sirach and the others are discussed by the fathers as scripture but not unanimously true not all accepted them as scripture though niether were all the books of the new testament so accepted which puts to the lie the whole argument of the books being excluded because they were debated and not universally accepted hebrews the apocalypse peter esther and others were debated at various times but eventually retained as for the codexes you mention both vaticanus and sinaitcus include the deuterocanon bothe of the new and old testaments and vaticanus i think inlcudes clement the shepard of hermas and the epistle of baranabas as for the muratorian canon it deals with the new testament only though it is very valuable in its witness to those books my interim conclusion is that protestant exclusion of at least one of these writings is one of those traditions of men one hears of so often they were excluded during the reformation and that appears to be the reason many people continue to exclude them any takers i can be reasonable if all else fails show me where i m wrong you re not wrong it is a tradition of men to exlcude them as i will explain below that nothing be read in the church under the nmae of divine scripture except the canonical scriptures and the canoncial scriptures are genesis exodus leviticus numbers deuteronomy joshua judges ruth four books of kingdoms being samuel and kings two books of paralpomenon being chronicles job the psalter of david the five books of solomon being proverbs ecclesiastes song of songs wisdom of solomon and misatributed to him the wisdom of jesus son of sirach the books of the twelve minor prophets isaiah jeremiah being jeremiah the lamentations baruch and the letter all of which were formerly counted as one ezekiel daniel tobit judith esther two books of ezra being ezra and nehemiah two books of maccabees and of the new testament four books of the gospel one book of the acts of the apostles thirteen letters of paul the apostle one letter of the same to the hebrews two of peter the apostle three of john one of the apostle jude one of the apostle james one book of the apocalypse of john council of hippo statute ad this same list was promulgated again at the third council of carthage ad and at the sixth council of carthage ad at which council the same list was enumerated with the words because we have recieved from the fathers that these are the books to be read in the church which ought to quiet those who assert in the name of holy scripture we do understand those books of whose authority there was never any doubt in the church as the episcopal church does in removing the deuterocanon from the realm of scripture though the episcopalians hold them in high regard and read them in the church they are not counted as scripture by them and may not be used to prove dogma the lutherans hold out similarly earlier mention of the so called apocrypha as divine scripture can also be found and below i inlcude only a portion of the quotes calling it divine scripture that could be found among the writings of the fathers and this is the reason why the law of the old testament is reckoned as consisting of twenty two books so that they may correspond to the number of letters in the hebrew alphabet it is to be noted also that by adding to these tobias and judith there are twenty four books corresponding to the number of letters used by the greeks st hillary of poitiers commentaries on the psalms prologue ad the twenty two books according to the hebrews are jeremiah with lamentations and the letter reckoned as one and also there is maccabees origen commentaries on the psalms psalm ad divine scripture addressing itself to those who love themselves and to the boastful says most excellently baruch follows st clement of alexandria the instuctor of children ad i learned accurately the books of the old testament proverbs of solomon and also wisdom st melito of sardes fragment found in eusebius history of the church and dating from crica ad book it is likewise decreed now indeed we must treat of the divine scriptures what the universal catholic church accepts and what she must shun the list of the old testament wisdom one book ecclesiasticus one book tobit one book judith one book of maccabees two books st damasus i pope the decree of damsus section ad i would think this enough though more can be shown that the church has always accepted the deutero canon though parts have been disputed by various persons for if disputes involving the new testament deutero canon does not disqulaify those books i e hebrews james peter john jude revelation in protestant eyes than neither should it disqulaify the old testament books and i must point out that the jews only drew up their canon in ad years after the founding of the christian religion upon the cross why should we adhere to a canon that was drawn up by the faithless in reaction to the chrsitian use of the greek septuagint which includes the deutero canon as early as ad st justin had already accused the jews of mutilating the canon of scripture by their removal of certain books protestants apparently prefer to think that god s revelation was limited by a decree of the jews in the ordering of their the jews faithless canon and that he could not use other people like the apostles in drawing up the canon the apostles were most certain users of the septuagint as some of the old testament quotes use the wording of the septuagint and not the hebrew and the septuagint includes the deuterocanon",1363
"from haston donald wayne subject hijaak news software vax vms vnews keywords hijaak organization university of tennessee computing center lines i have heard some impressive things about hijakk for windows currently i use a shareware program called graphics workshop what kinds of things will hijaak do that these shareware programs will not do what has been your experience with hijaak are there other programs that are better please email me if you can help wayne haston thanks",1364
"from chuck petch subject daily verse organization grass valley group grass valley ca lines how much better to get wisdom than gold to choose understanding rather than silver proverbs",1365
"from brendan dunn subject re amusing atheists and agnostics organization california institute of technology pasadena lines nntp posting host punisher caltech edu thanks to whoever posted this wonderful parody of people who post without reading the faq i was laughing for a good minutes were there any parts of the faq that weren t mentioned i think there might have been one or two please don t tell me this wasn t a joke i m not ready to hear that yet brendan",1366
"from charley wingate subject re yeah right lines benedikt rosenau writes and what about that revelation thing charley if you re talking about this intellectual engagement of revelation well it s obviously a risk one takes many people say that the concept of metaphysical and religious knowledge is contradictive i m not an objectivist so i m not particularly impressed with problems of conceptualization the problem in this case is at least as bad as that of trying to explain quantum mechanics and relativity in the terms of ordinary experience one can get some rough understanding but the language is from the perspective of ordinary phenomena inconsistent and from the perspective of what s being described rather inexact to be charitable an analogous situation supposedly obtains in metaphysics the problem is that the better descriptive language is not available and in case it holds reliable information can you show how you establish that this word reliable is essentially meaningless in the context unless you can show how reliability can be determined c wingate the peace of god it is no peace but strife closed in the sod yet brothers pray for but one thing tove mangoe the marv lous peace of god",1367
"from paul a benson subject cd rom indexes available organization california state university chico lines nntp posting host cscihp ecst csuchico edu the file and contents listings for knowledge media resource library graphics knowledge media resource library audio are now available for anonymous ftp from cdrom com",1368
"from tammy r healy subject re branch davidians info organization walla walla college lines in article writes from subject branch davidians info date mar gmt i am looking for any information on the branch davidians send info to chad litton acs dept bgsu bowling green oh or e mail to thanks in advance i don t claim to be an expert on the branch davidians but i might know more than most the branch davidian group led by koresh is actually one of two off shoots of a group known as the shephard s rod the shephard s rod now defunct as far as i know broke off from the sda church in the s the shephard s rod broke away from the sda church because they felt that the sda church was becoming weak and falling into apostacy they felt that they were the remnant spoken about in revelation about the koresh group koresh gained control of it in or once in control he made himself the center of it he proclaimed himself as christ koresh himself came from an sda background he was excommunicated as a young adult by the local congregation for trying to exert too much control over the youth in the church after this he joined the branch davidians they were are a survivalist cult this is why they had the stockpile of weapons food a bomb shelter etc they had no intent of raiding the us government or anything they were preparing for armaggedon and were putting themselves in a self defense position in my opinion if the atf and the fbi had left well enough alone we wouldn t have the blood of children crying out from the ashes in waco if you want to know about the shephard s rod you might want to visit the local sda church and talk to some of the older people they could give you some insight into where koresh got his theology tammy",1369
"from merlin subject tom gaskins pexlib vs phigs programming manuals o reilly organization university of southern california los angeles ca lines nntp posting host neuro usc edu could someone explain the difference between tom gaskins two books o pexlib programming manual o phigs programming manual why would i want to buy one book vs the other book i have an running sco unix xr on my desktop a sun iv in my lab and access to a variety of other systems alliant fx cray y mp on the network mostly we would like to do d modeling visualization of rat rabbit monkey and human brain structure thanks aj alexander james annala principal investigator neuroscience image analysis network hedco neuroscience building fifth floor university of southern california university park los angeles ca",1370
"from bill conner subject re nicknames nntp posting host okcforum osrhe edu organization okcforum unix users group x newsreader tin version pl lines maddi hausmann wrote the one and only writes we could start with those posters who annoy us the most like bobby or bill your wish is my command bill shit stirrer connor bobby circular mozumder i m not sure my new nom d net is exactly appropriate but it comes very close considering what i have to wade through before i make one of my insightful dead on the money repsonses i have to agree that something s getting stirred up i would like to believe my characterization of what i respond to would be kinder though but if you insist i am also surprised to find that i have offended anyone but in some cases it s unavoidable if i am to say anything at all for those to whom fairness is important check out my contributions haven t i been most generous and patient a veritable paragon of gentility oh btw i don t mind being paired with bobby i admire his tenacity how many of you would do as well in this hostile environment you think i m offensive read your own posts love and kisses bill p s my name is conner not connor no point in humiliating the innocents",1371
"subject re the inimitable rushdie from organization wesleyan university nntp posting host wesleyan edu lines in article gregg jaeger writes in article norman r paterson writes i don t think you re right about germany my daughter was born there and i don t think she has any german rights eg to vote or live there beyond the rights of all ec citizens she is a british citizen by virtue of her parentage but that s not full citizenship for example i don t think her children could be british by virtue of her in the same way i am fairly sure that she could obtain citizenship by making an application for it it might require immigration to germany but i am almost certain that once applied for citizenship is inevitable in this case nope germany has extremely restrictive citizenship laws the ethnic germans who have lived in russia for over years automatically become citizens if they move to germany but the turks who are now in their third generation in germany can t it s not a very good example to show citizenship without descent karl lastly i come to china in the hope all you touch and all you see of fulfilling a lifelong ambition is all your life will ever be dropping acid on the great wall duke pink floyd a lie is still a lie even if billion people believe it",1372
"from joseph dale fisher subject re the arrogance of christians organization indiana university lines i ve just read carol s response and i just had to get into this i ve got some verses which are not subject to interpretation because they say what they say they are peter timothy and galatians also based on the fact that jesus is the word incarnate and he judges people if they follow him see acts and john and that those who reject jesus teachings are judged by the very words he spoke see john then jesus words are true and do not need interpretation nor would it be just of god to judge based on his word if it had to be interpreted joe fisher",1373
"from ella i baff subject getting aids from acupuncture needles organization university of california berkeley lines distribution world nntp posting host uclink berkeley edu someone wrote in expressing concern about getting aids from acupuncture needles unless your friend is sharing fluids with their acupuncturist who themselves has aids it is unlikely not impossible they will get aids from acupuncture needles generally even if accidently inoculated the normal immune response should be enough to effectively handle the minimal contaminant involved with acupuncture needle insertion most acupuncturists use disposable needles use once and throw away they do this because you are not the only one concerned about transmission of diseases via this route so it s good business to advertise disposable needlesused here these needles tend to be of a lower quality however being poorly manufactured and too sharp in my opinion they tend to snag bloodvessels on insertion compared to higher quality needles if i choose to use acupuncture for a given complaint that patient will get their own set of new needles which are sterilized between treatments the risk here for hepatitis hiv etc transmission is that i could mistakenly use an infected persons needles accidently on the wrong patient but clear labelling and paying attention all but eliminates this risk better quality needles tend to slide past vessels and nerves avoiding unpleasant painful snags and hematomas so i use them acupuncture needles come in many lengths and thicknesses but they are all solid when compared to their injection style cousins in china herbal solutionsand western pharmaceuticals are occasionally injected into meridian points purported to have tcm physiologic effects and so require the same hollow needles used for injecting fluid medicine this means thinkingtiny that a samll amount of tissue the diameter of the needle bore will be injected into the body as it would be in a typical shot when the skin is puntured on the other hand when the solid acupuncture needle is inserted the skin tends to squeeze the needle from the tip to the level of insertion such that any cooties that haven t been schmeared away with alcohol before insertion tend to remain on the surface of the skin minimizing invasion from the exterior of course in tcm the body s exterior is protected by the wei protective qi so infection is unlikely or in other words there is a normal inflammatory and immune response that accompanies tissue damage incurred at the puncture site while i m fairly certain your friend will not have a transferable disease transmitted to them via acupuncture needle insertion i would like to know for what complaint they have consulted the acupuncturist not to know if it would be harmful but to know if it would be helpful john badanes dc ca",1374
"from stan armstrong subject re so far so good organization math stats cs dalhousie university halifax ns canada lines in article writes this may be a really dumb one but i ll ask it anyways christians know that they can never live up to the requirements of god right i may be wrong but that is my understanding but they still try to do it doesn t it seem like we are spending all of our lives trying to reach a goal we can never achieve i know that we are saved by faith and not by works but does that mean that once we are saved we don t have to do anything i think james tells us that faith without works is dead paraphrase how does this work so long as we think that good things are what we have to do rather than what we come to want to do we miss the point the more we love god the more we come to love what and whom he loves when i find that what i am doing is not good it is not a sign to try even harder romans it is a sign to seek god when i am aware of jesus presence i usually want what he wants it is his strenth his love that empowers my weakness stan armstrong religious studies dept saint mary s university halifax n s att clyde watmath water dalcs armstrng",1375
"from kent sandvik subject re nicknames organization cookamunga tourist bureau lines in article john munch wrote mathew faq can t remember his last name keith lie tally sig ryan kent finn tastic sandvick cindy popsicle toes kandolf jim face sig tims simon clip that theist clippendale umar reasonable khan rob argue with g d strom dave buckminster fuller maddi never a useful post hausmann hey what about an affectionate nickname for me you could take my wrongly spelled surname cheers kent sandvik alink ksand private activities on the net",1376
"from steve dyer subject re is msg sensitivity superstition organization s p dyer computer consulting cambridge ma lines in article opirg writes many people responded with more anecdotal stories i think its safe to say the original poster is already familiar with such stories presumably he wants hard info to substantiate or refute claims about msg making people ill there has been no hard info provided about msg making people ill that s the point after all like youself someone who can read a scientific paper and apparently come away from it with bizarrely cracked ideas which have nothing to do with the use of this substance in human nutrition have you read olney s work i fail to see how citing results from peer reviewed studies qualifies as bizarrely cracked that s because these peer reviewed studies are not addressing the effects of msg in people they re looking at animal models you can t walk away from this and start ranting about gloom and doom as if there were any documented deleterious health effects demonstrated in humans note that i wouldn t have any argument with a statement like noting that animal administration has pro duced the following blah blah we must be careful about its use in humans this is precisely not what you said tests have been done on rhesus monkeys as well i have never seen a study where the mode of administration was intra ventricular the glu and asp were administered orally some studies used iv and sc intra ventricular is not a normal admin method for food tox studies for obvious reasons you must not have read the peer reviewed works that i referred to or you would never have come up with this brain injection bunk it most certainly is for neurotoxicology you know studies of glutamate involve more than food science pardon me but where are you getting this from have you read the journals have you done a thorough literature search so point us to the studies in humans please i m familiar with the literature and i ve never seen any which relate at all to olney s work in animals and the effects of glutamate on neurons the point is exceeding the window of course they re amino acids note that people with pku can not tolerate any phenylalanine well actually they have to tolerate some phenylalanine it s a essential amino acid they just try to get as little as is healthy without producing dangerous levels of phenylalanine and its metabolites in the blood olney s research compared infant human diets specifically the amount of freely available glu in mother s milk versus commercial baby foods vs typical lunch items from the standard american diet such as packaged soup mixes he found that one could exceed the projected safety margin for infant humans by at least four fold in a single meal of processed foods mother s milk was well below the effective dose goodness i m not saying that it s good to feed infants a lot of glutamate supplemented foods it s just that this projected safety margin is a construct derived from animal models and given that you can prove anything you like we re talking prudent policy in infant nutrition here yet you re misrepresenting it as received wisdom read olney s review paper in prog brain res and check his sources they are impecable there is no dispute impeccable there most certainly is a dispute between who over what i would be most interested in seeing you provide peer reviewed non food industry funded citations to articles disputing that msg has no effects whatsoever you mean asserting you re being intellectually dishonest or just plain confused because you re conflating reports which do not necessarily have anything to do with each other olney s reports would argue a potential for problems in human infants but that s not to say that this says anything whatsoever about the use of msg in most foods nor does he provide any studies in humans which indicate any deleterious effects for obvious reasons it says nothing about msg s contribtion to the phenomenon of the chinese restaurant syndrome it says nothing about the frequent inability to replicate anecdotal reports of msg sensitivity in the lab hmm com why am i not surprised dianne murray probably one of the dumber remarks you ve made steve dyer aka ima harvard rayssd linus mc spdcc dyer",1377
"from robert a holak subject re why does illustrator autotrace so poorly nntp posting host cunixb cc columbia edu reply to robert a holak organization columbia university lines a shareware graphics program called pman has a filter that makes a picture look like a hand drawing this picture could probably be converted into vector format much easier because it is all lines with corel trace etc",1378
"from andrew m bates subject renderman shaders discussion organization university of california santa barbara lines does anyone know of a site where i could ftp some renderman shaders or of a newsgroup which has discussion or information about renderman i m new to the renderman mac family and i d like to get as much info i can lay my hands on thanks andy bates andy bates",1379
"from dan jacobson subject re is there an ftp achive for usgs terrain data organization johns hopkins univ welch medical library lines diablo uucp cboesel charles boesel writes is there an ftp archive for united states geological services usgs terrain data if so where point your gopher client at merlot welch jhu edu and select the following directories search and retrieve software search and retrieve graphics software and data and you ll see graphics online bibliography acm siggraph graphics software and data archives ftp sites search all graphics information search comp graphics faq search graphics resources software and data search pictures utilities faq graphics online bibliography acm siggraph searches and archives of bibliographic database that covers graphics literature for over a hundred years served by a gopher hole in austria graphics software and data archives ftp sites has links to over sites around the world which have software and or data for computer graphics this can be used on its own or as a companion to the searches found in this directory which will point you toward software and data at various places search all graphics information search comp graphics faq search graphics resources software and data search pictures utilities faq these searches contain a wealth of information about computer graphics data software techniques etc search all graphics information will simply search all of the information contained in searches and search comp graphics faq lets you search the faq frequently asked questions from the comp graphics newsgroup compiled by john grieggs at the jpl search graphics resources software and data lets you search the grpahics resource listing of software and data provided by nick fotis at the national technical univ of athens search pictures utilities faq lets you search the faq frequently asked questions from the alt binaries pixutils newsgroup compiled by jim howard at cadence select search all graphics information and search for usgs and you ll find out some information about usgs data availability now select graphics software and data archives ftp sites and you might find the following interesting cartographic data usgs data xerox mapgen plotgen and more usgs usgs weekly seismicity reports including maps gif usgs earth science data directory this actually is a database of available data search it for terrain could prove quite useful one other place to look is only available by anonymous ftp at the moment us geological survey maps isdres er usgs gov if you ve never heard of gopher don t worry it s free and on the net write me a note if you d like information on how to get started best of luck dan jacobson johns hopkins university",1380
"from ajay soni subject re please recommend d graphics library for m organization computing services university of warwick uk lines distribution world reply to nntp posting host thyme csv warwick ac uk in article robert g carpenter writes hi netters i m building a cad package and need a d graphics library that can handle some rudimentry tasks such as hidden line removal shading animation etc can you please offer some recommendations i ll also need contact info name address email if you can find it thanks please post your responses in case others have same need bob carpenter i ve been given the sites of some excellent d objects on all sorts of file formats here s where they are host plaza aarnet edu au location graphics graphics mirrors directory drwxr xr x apr avalon chinalake navy mil host compute cc ncsu edu location mirrors wustl graphics graphics mirrors directory drwxr xr x mar avalon chinalake navy mil host wuarchive wustl edu location graphics graphics mirrors directory drwxr xr x jan avalon chinalake navy mil see ya ajay",1381
"from benedikt rosenau subject re who says the apostles were tortured organization technical university braunschweig germany lines in article ray ingles writes as evidence for the resurrection it is often claimed that the disciples were tortured to death for their beliefs and still did not renounce their claim that jesus had come back from the dead now i skimmed acts and such and i found a reference to this happening to stephen but no others where does this apparently very widely held belief come from is there any evidence outside the bible is there any evidence in the bible i sure haven t found any early authors and legends the most important sources can be found in the martyriologia of the catholic church makes the grimms look like exact science benedikt",1382
"from john ata subject re did he really rise reply to organization hfsi lines in article writes desperately wanted the jewish people to accept him as the messiah if the crucification was the will of god how could jesus pray that this cup pass from him was this out of weakness never many men and women have given their lives for their country or other noble causes is jesus less than these no he is not he knew the crucification was not the will of god god s will was that the jewish people accept jesus as the messiah and that the kingdom of heaven be established on the earth with jesus as it s head just like the jewish people expected if this had happened years ago can you imagine what why do you assume that jesus s plea to his father to let this cup pass from him was merely a plea to escape death when i look at jesus in the garden i see a man god who all his life had had the presense of his father with him as a result he knew every detail about his death long before the agony in the garden but as that hour approached he felt abandoned by his father his presense diminishing with each passing minute in addition it was brought more and more to jesus s attention the betrayal of judas was probably a big impact that his suffering would be to no avail for many people especially those who would reject him not only then but in the future i truly believe that the majority of jesus s suffering was mental and spiritual while the physical portion was only the tip of the iceburg btw we know from john s account that jesus shunned becomming an earthly king from john joh after the people saw the miraculous sign that jesus did they began to say surely this is the prophet who is to come into the world joh jesus knowing that they intended to come and make him king by force withdrew again to a mountain by himself this does not seem like a man who would regret not becoming an earthly king no jesus knew his mission was to redeem all jew gentile people and establish his kingdom in the hearts of those who would believe this was utterly mistaken much to jesus s dismay as an aspiration to some earthly kingdom but he knew what his father s will was and followed it obediently even in the darkness of his passion john g ata technical consultant internet hfs inc va uucp uunet hfsi ata westpark drive ms voice mclean va fax",1383
"from mccurdy m subject thrush was good grief was re candida albicans what is it organization san diego state university lines distribution world nntp posting host ucsvax sdsu edu news software vax vms vnews b in article jacquelin aldri writes steve dyer writes etc dyer you re rude medicine is not a totallly scientific endevour it s often practiced in a disorganized manner most early treatment of non life threatening illness is done on a guess hazarded after anecdotal evidence given by the patient it s an educated guess by a trained person but it s still no more than a guess it s cheaper and simpler to medicate first and only deal further with those people who don t respond dyer is beyond rude there have been and always will be people who are blinded by their own knowledge and unopen to anything that isn t already established given what the medical community doesn t know i m surprised that he has this outlook for the record i have had several outbreaks of thrush during the several past few years with no indication of immunosuppression or nutritional deficiencies i had not taken any antobiotics my dentist who sees a fair amount of thrush recommended acidophilous after i began taking acidophilous on a daily basis the outbreaks ceased when i quit taking the acidophilous the outbreaks periodically resumed i resumed taking the acidophilous with no further outbreaks since then mike mccurdy university computing services disclaimer san diego state university everything i say may be wrong",1384
"from khun yee fung subject re looking for circle algorithm faster than bresenhams organization department of computer science the university of western ontario london ontario canada in reply to message of wed apr gmt nntp posting host mccarthy csd uwo ca lines on wed apr gmt graeme gill said graeme yes that s known as bresenhams run length slice algorithm for graeme incremental lines see fundamental algorithms for computer graphics graeme springer verlag berlin heidelberg i have tried to extrapolate this to circles but i can t figure out how to determine the length of the slices any ideas graeme hmm i don t think i can help you with this but you might graeme take a look at the following graeme double step incremental generation of lines and circles graeme x wu and j g rokne computer graphics and image processing graeme vol no mar pp graeme double step generation of ellipses x wu and j g rokne graeme ieee computer graphics applications may pp another paper you might want to consider is title a run length slice line drawing algorithm without division operations author khun yee fung and tina m nicholl and a k dewdney journal computer graphics forum year volume number pages c c khun yee khun yee fung department of computer science middlesex college university of western ontario london ontario canada na b tel fax",1385
"from jeffrey clark subject re political atheists nntp posting host kraken itc gu edu au organization itc griffith university brisbane australia lines keith allan schneider writes mathew writes perhaps we shouldn t imprision people if we could watch them closely instead the cost would probably be similar especially if we just implanted some sort of electronic device why wait until they commit the crime why not implant such devices in potential criminals like communists and atheists sorry i don t follow your reasoning you are proposing to punish people before they commit a crime what justification do you have for this no mathew is proposing a public defence mechanism not treating the electronic device as an impropriety on the wearer what he is saying is that the next step beyond what you propose is the permanent bugging of potential criminals this may not on the surface sound like a bad thing but who defines what a potential criminal is if the government of the day decides that being a member of an opposition party makes you a potential criminal then openly defying the government becomes a lethal practice this is not conducive to a free society mathew is saying that implanting electronic surveillance devices upon people is an impropriety upon that person regardless of what type of crime or what chance of recidivism there is basically you see the criminal justice system as a punishment for the offender and possibly therefore a deterrant to future offenders mathew sees it most probably as a means of rehabilitation for the offender so he was being cynical at you okay jeff",1386
"from boundary the catechist subject re atheists and hell organization georgia institute of technology lines we look for the resurrection of the dead and the life of the world to come nicene constantinopolitan creed i always took the resurrection in this statement to mean the resurrection of the soul but i guess resurrection does strictly mean the raising of the physical body i have some questions on this point the next time you go to church you can check the better creed that is the apostles creed it says the resurrection of the body should have learned that on the first go around but what s a body without a little bit a soul i always thought that christians believe the descent into hell was pretty much immediate and that there are people burning in hell right now where will my soul which by the way i don t believe in exist until that time at the risk of offending everybody i will interject the th century point of view christ descended immediately into the bosom of abraham to set captives captive he preached to the saved for three days before drawing them with him back to this earth i m no expert on this part but matthew says about the death of jesus tombs were opened and the bodies of many saints who had fallen asleep were raised and coming forth from the tombs after his resurrection they entered the holy city and appeared to many nab regarding the hell of the damned of which you speak christ did not see it ps acts although it saw him cf is concerning the abodes of the dead i don t want to subject my brethren to further anguish so i will direct you to contact me through e mail if you are genuinely concerned will the new body i will have be created out of the same atoms that my body now is made of or will it be built from scratch your new body might be something like adam s before his fateful encounter with the just one acts cr trans vulgate filled with infused knowledge absent of concupiscence and immortal it would probably be a little glorified too since i will have a physical body i assume it will need a physical place to exist in where is this hell in the center of the earth do you think we could find it if we dig i wouldn t recommend it it s really hot down at the center of the earth you know the normal geothermal gradient and all that regards boundary the catechist no teneis que pensar que yo haya venido a traer la paz a la tierra no he venido a traer la paz sino la guerra mateo vulgata latina",1387
"from simon crowe subject bgi drivers for svga summary ftp site for svga driver keywords bgi svga nntp posting host bogart organization bull hn uk lines i require bgi drivers for super vga displays and super xvga displays does anyone know where i could obtain the relevant drivers ftp sites regards simon crowe",1388
"from keith allan schneider subject re objective morality was re political atheists organization california institute of technology pasadena lines nntp posting host punisher caltech edu kent sandvik writes which type of morality are you talking about in a natural sense it is not at all immoral to harm another species as long as it doesn t adversely affect your own i guess hehehe so you say but this objective morality somehere tells you that this is not the case and you don t know all the rules of such transcendental game systems which objective system are you talking about what is its goal again which brand of morality are you talking about keith",1389
"from rao koganti srinivasa subject polygon fill routine needed organization the center for advanced computer studies lines hi i am looking for a polygon fill routine to fill simple sided polygons can some one who has this routine in c help me in saving my reinventing time thanx in advance rao",1390
"from chris black subject cystic breast disease organization sybase inc lines my mom has just been diagnosed with cystic breast disease a big relief as it was a lump that could have been cancer her doctor says she should go off caffeine and chocolate for months as well as stopping the estrogen she s been taking for menopause related reasons she s not thrilled with this i think especially because she just gave up cigarettes soon she won t have any pleasures left now i thought i d heard that cystic breasts were common and not really a health risk is this accurate if so why is she being told to make various sacrifices to treat something that s not that big of a deal thanks for any information chris note my mailer tends to garble subject lines",1391
"from massimo rossi subject d studio works changes organization computer science dep milan university lines hi guys like all people in this group i m a fans of fractal and render sw my favourite are fractint pov dstudio now listen my ideas i have just starting now to be able to use dstudio quite well so i m simulating a full animation of a f grand prix unfortanatly just some lap i m very interested about all kind of prj ds and so on concerning about cars or parts of its motors wheel dxf are good enough does anyone have object to give me to complete my hard animation anyway any exchanges about object material project will be very apreciate is there a ftp site where i can find its i m looking for pov files too i m interested about cpu time comparision rendering images on pov dstusio thank to all email me at",1392
"from admirador subject oak vga mb please i needd vesa tsr originator nntp posting host cipres cec uchile cl organization centro de computacion cec universidad de chile lines hi there well i have a with svga mb oak chip and i don t have vesa tsr program for this card i need it please if anybody can help me mail me at thanks mackk _ o o ___ u ack",1393
"from tony lezard subject re atheist distribution world organization mantis consultants cambridge uk lines benedikt rosenau writes in article tony lezard writes deletion my opinion is that the strong atheist position requires too much belief for me to be comfortable with any strong atheists out there care to comment humans just come up with the idea of a spiritual parent it is one of the artifacts of human thought the evidence for that is quite overwhelming and the information content of the conceived is vanishing in other words if there were gods they would hardly make sense and it is possible to explain the phenomenon of religion without gods the concept is useless and i don t have to introduce new assumptions in order to show that no leap of faith required for me your mileage may vary yes i fully agree with that but is it i don t believe gods exist or i believe no gods exist as mats andtbacka pointed out it all hinges on what you take the word believe to mean unfortunately this is bound up in the definitions of strong and weak atheism at least according to the faq atheism is characterized by an absence of belief in the existence of god some atheists go further and believe that god does not exist the former is often referred to as the weak atheist position and the latter as strong atheism it is important to note the difference between these two positions weak atheism is simple scepticism disbelief in the existence of god strong atheism is a positive belief that god does not exist please do not fall into the trap of assuming that all atheists are strong atheists from mathew s an introduction to atheism version last modified apr should the faq be clarified to try to pin down this notion of belief can it tony lezard is or or things like or last resort pgp public key available on request",1394
"from brian manning delaney subject re epstein barr syndrome questions keywords ebv cfs cfids reply to organization university of chicago lines in article writes okay this is a long shot my friend robin has recurring bouts of mononucleosis type symptoms very regularly this has been going on for a number of years she s seen a number of doctors six was the last count i think most of them have said either you have mono or you re full of it there s nothing wrong with you one has admitted to having no idea what was wrong with her and one has claimed that it is epstein barr syndrome now what she told me about ebs is that very few doctors even believe that it exists obviously this has been her experience so what s the story is it real does the medical profession believe it to be real has anyone had success is treating ebs or is it just something to live with thanks for your assistance outbreaks of a chronic mono like entity were originally called ebs or some variant thereof because most of the people with this disease had elevated levels of antibodies to the ebv virus but not all of them did which prompted an official renaming of the disease to chronic fatigue syndrome this renaming took place in the annals of internal medicine jan i believe now it s also called chronic fatigue and immune dysfunction syndrome cfids since it seems clear that some sort of immune disregulation is causing the probs astonishly there are still docs who tell people with massively swollen glands recurrent fevers and nightsweats etc that there s nothing wrong with them this is not the same thing as saying that the syndrome may have a at least partly psychological cause the disagreement among people whose thoughts are worth considering centers on just what the cause is no one knows but theories include psychological stress some sort of virus a retrovirus say most maybe one of the newly discovered herpes viruses environmental toxins bacteria and yes candida genes and or some combo of these there s no outright cure at the moment but different docs try different things some of which seem to help massive amounts of info on the condition are available these days post your q to alt med cfs and you will be flooded w facts note there are lots of far better understood and better treatable diseases that look like cfids make sure these get ruled out by a good doc",1395
